race_id,馬名,単勝オッズ,人気,騎手,馬体重,馬番
20260328_阪神10R_ターフオーソリティーオブインディア賞,アナレンマ,,,小沢,452(+10),8
20260328_阪神11R_マレーシアC,ミッキーツインクル,,,中井,,1
20260328_阪神11R_マレーシアC,ルージュソリテール,,,西塚,,1
20260328_阪神11R_マレーシアC,エポックヴィーナス,,,田口,,2
20260328_阪神11R_マレーシアC,クリニクラウン,,,岩田康,,2
20260328_阪神11R_マレーシアC,レオテミス,,,柴田裕,,3
20260328_阪神11R_マレーシアC,マイエレメント,,,斎藤,,3
20260328_阪神11R_マレーシアC,ジーティードレス,,,丸山,,4
20260328_阪神11R_マレーシアC,ウォーターガーベラ,,,高杉,,4
20260328_阪神11R_マレーシアC,キタサンダムール,,,国分恭,,5
20260328_阪神11R_マレーシアC,タガノアビー,,,古川吉,,5
20260328_阪神11R_マレーシアC,ハニーコム,,,浜中,,6
20260328_阪神11R_マレーシアC,ラーンザロープス,,,富田,,6
20260328_阪神11R_マレーシアC,ミラビリスマジック,,,小沢,,7
20260328_阪神11R_マレーシアC,ピックアチェリー,,,吉田隼,,7
20260328_阪神11R_マレーシアC,ミエスペランサ,,,亀田,,8
20260328_阪神11R_マレーシアC,コンドゥイア,,,池添,,8
20260328_阪神12R_フィリピンT,カウンティフェア,,,長岡,,1
20260328_阪神12R_フィリピンT,ボンヌソワレ,,,斎藤,,1
20260328_阪神12R_フィリピンT,サクラオーラ,,,酒井,,2
20260328_阪神12R_フィリピンT,スイミーユニバンス,,,永島,,2
20260328_阪神12R_フィリピンT,プチプラージュ,,,国分恭,,3
20260328_阪神12R_フィリピンT,アムールリーベ,,,古川吉,,3
20260328_阪神12R_フィリピンT,ライラ,,,丸山,,4
20260328_阪神12R_フィリピンT,メイショウミリオレ,,,高杉,,4
20260328_阪神12R_フィリピンT,キョウエイボニータ,,,池添,,5
20260328_阪神12R_フィリピンT,ドーンコーラス,,,岩田康,,5
20260328_阪神12R_フィリピンT,ノクナレア,,,吉田隼,,6
20260328_阪神12R_フィリピンT,キャッスルレイク,,,田口,,6
20260328_阪神12R_フィリピンT,インフローレ,,,浜中,,7
20260328_阪神12R_フィリピンT,ロンドボス,,,西塚,,7
20260328_阪神12R_フィリピンT,ニシノクードクール,,,丸田,,8
20260328_阪神12R_フィリピンT,ルトゥール,,,中井,,8
20260328_中山01R_3歳未勝利,マユナイト,23.4,7,幸,404(-2),1
20260328_中山01R_3歳未勝利,ゴールドヴィーナス,23.4,7,団野,452(-6),1
20260328_中山01R_3歳未勝利,マリリンバローズ,12.1,4,吉村,460(-2),2
20260328_中山01R_3歳未勝利,ワカワカ,12.1,4,▲森田,440(0),2
20260328_中山01R_3歳未勝利,クリコイーコ,2.6,2,城戸,446(0),3
20260328_中山01R_3歳未勝利,マルシュボヌール,2.6,2,★河原田,412(+14),3
20260328_中山01R_3歳未勝利,インディクイーン,247.3,15,角田和,468(+2),4
20260328_中山01R_3歳未勝利,スマイリングスカイ,247.3,15,藤懸,492(-14),4
20260328_中山01R_3歳未勝利,ユナダイヤ,356.0,16,菱田,430(+2),5
20260328_中山01R_3歳未勝利,ジーティーリボーン,356.0,16,国分優,432(-10),5
20260328_中山01R_3歳未勝利,ティンクルバレット,49.3,9,北村友,424(+6),6
20260328_中山01R_3歳未勝利,エールドリー,49.3,9,荻野琢,406(-6),6
20260328_中山01R_3歳未勝利,サルタラリンダ,64.9,11,岩田望,486(-6),7
20260328_中山01R_3歳未勝利,アルウラメファ,64.9,11,鮫島良,450(0),7
20260328_中山01R_3歳未勝利,プルミエショコラ,21.6,5,太宰,480(0),8
20260328_中山01R_3歳未勝利,モノノケ,21.6,5,原,468(+2),8
20260328_中山02R_3歳未勝利,レグラヴィエール,167.8,9,国分優,500(0),1
20260328_中山02R_3歳未勝利,トーレス,208.3,10,太宰,464(-2),2
20260328_中山02R_3歳未勝利,サンライズフリード,6.8,3,城戸,512(-4),3
20260328_中山02R_3歳未勝利,ストロングボーイ,3.6,2,岩田望,524(0),4
20260328_中山02R_3歳未勝利,ゴーレジェンド,150.6,8,★河原田,476(-6),5
20260328_中山02R_3歳未勝利,スズカサートゥル,67.8,7,▲森田,450(+2),6
20260328_中山02R_3歳未勝利,ハイラブレジェンド,67.8,7,高倉,478(+6),6
20260328_中山02R_3歳未勝利,コンテナヒーロー,327.9,11,角田和,482(-12),7
20260328_中山02R_3歳未勝利,ロードアマルフィ,327.9,11,吉村,518(+6),7
20260328_中山02R_3歳未勝利,リリーサンダー,47.3,6,原,418(-2),8
20260328_中山02R_3歳未勝利,ジュウハチキン,47.3,6,幸,476(0),8
20260328_中山03R_3歳未勝利,バロニアル,162.3,10,藤懸,508(-2),1
20260328_中山03R_3歳未勝利,レッドレベンディス,162.3,10,武豊,448(+4),1
20260328_中山03R_3歳未勝利,スズランクイーン,4.7,3,城戸,444(+2),2
20260328_中山03R_3歳未勝利,ウェルカムソング,4.7,3,岩田望,466(+2),2
20260328_中山03R_3歳未勝利,ジェイパック,468.3,15,角田和,436(-2),3
20260328_中山03R_3歳未勝利,シンゼンイセ,468.3,15,太宰,450(+2),3
20260328_中山03R_3歳未勝利,スーパーカルメン,3.1,2,▲森田,390(0),4
20260328_中山03R_3歳未勝利,スラッシュ,3.1,2,菱田,472(-6),4
20260328_中山03R_3歳未勝利,ハクサンテドリガワ,92.1,9,団野,432(-4),5
20260328_中山03R_3歳未勝利,バンダムソレール,92.1,9,原,468(+6),5
20260328_中山03R_3歳未勝利,ジュンクロノシップ,294.7,12,高倉,514(+2),6
20260328_中山03R_3歳未勝利,ナムラロダン,294.7,12,吉村,478(+2),6
20260328_中山03R_3歳未勝利,マロ,398.7,13,松山,514(+4),7
20260328_中山03R_3歳未勝利,マクローリン,398.7,13,鮫島良,474(-4),7
20260328_中山03R_3歳未勝利,ゼンノボニータ,510.4,16,国分優,508(-8),8
20260328_中山03R_3歳未勝利,テセラグラディウス,510.4,16,北村友,444(+11),8
20260328_中山04R_3歳未勝利,レイサンソク,3.1,2,松山,524(+2),1
20260328_中山04R_3歳未勝利,マジックハンド,60.2,8,高倉,498(+2),2
20260328_中山04R_3歳未勝利,ヒロウッドテール,69.2,9,鮫島良,458(+4),3
20260328_中山04R_3歳未勝利,ピコオーバル,18.9,5,菱田,480(-8),4
20260328_中山04R_3歳未勝利,サンセバ,18.9,5,幸,474(-6),4
20260328_中山04R_3歳未勝利,サンライズキース,11.9,4,国分優,504(0),5
20260328_中山04R_3歳未勝利,バンブトンコール,11.9,4,▲森田,520(-2),5
20260328_中山04R_3歳未勝利,メンデレーエフ,546.7,12,団野,476(-8),6
20260328_中山04R_3歳未勝利,ジュンドラドラ,546.7,12,吉村,546(+6),6
20260328_中山04R_3歳未勝利,ヴェロシア,623.9,13,北村友,504(+2),7
20260328_中山04R_3歳未勝利,サーブルディアマン,623.9,13,原,470(-4),7
20260328_中山04R_3歳未勝利,ショウナンライラ,5.7,3,藤懸,466(-2),8
20260328_中山04R_3歳未勝利,レディトゥフライト,5.7,3,岩田望,478(0),8
20260328_中山05R_3歳未勝利,アルヴァルディ,40.9,12,角田和,508(+8),1
20260328_中山05R_3歳未勝利,パンキー,40.9,12,岩田望,438(0),1
20260328_中山05R_3歳未勝利,クロスボーダー,2.5,1,北村友,488(+2),2
20260328_中山05R_3歳未勝利,ルージュソムニウム,2.5,1,幸,442(-10),2
20260328_中山05R_3歳未勝利,ルルハート,5.4,2,城戸,432(-2),3
20260328_中山05R_3歳未勝利,タナブイハチターボ,5.4,2,太宰,502(-2),3
20260328_中山05R_3歳未勝利,ヒバリノコ,27.4,9,鮫島良,410(-6),4
20260328_中山05R_3歳未勝利,ファイネクローネ,27.4,9,菱田,436(-4),4
20260328_中山05R_3歳未勝利,ビケイムフリー,124.0,15,原,402(-10),5
20260328_中山05R_3歳未勝利,ラヴリーティアラ,124.0,15,団野,406(-12),5
20260328_中山05R_3歳未勝利,イコミキマル,12.6,5,高倉,458(0),6
20260328_中山05R_3歳未勝利,ゼランテ,12.6,5,武豊,486(0),6
20260328_中山05R_3歳未勝利,インクレイブル,16.0,7,▲森田,394(-10),7
20260328_中山05R_3歳未勝利,ナムラハリス,16.0,7,荻野琢,422(-8),7
20260328_中山05R_3歳未勝利,ヒャクギマル,16.0,7,国分優,474(+2),7
20260328_中山05R_3歳未勝利,ウイングサンライズ,11.9,4,松山,406(+4),8
20260328_中山05R_3歳未勝利,メイショウローゼ,11.9,4,藤懸,398(0),8
20260328_中山05R_3歳未勝利,ファランギーナ,11.9,4,吉村,426(0),8
20260328_中山06R_3歳1勝クラス,エシェックオロワ,226.8,11,高倉,478(0),1
20260328_中山06R_3歳1勝クラス,グロリアスマーチ,2.6,1,松山,496(-4),2
20260328_中山06R_3歳1勝クラス,ファムマルキーズ,5.1,2,吉村,448(+2),3
20260328_中山06R_3歳1勝クラス,メランコリニスタ,5.9,3,岩田望,450(0),4
20260328_中山06R_3歳1勝クラス,ケイアイクウガ,6.1,4,藤懸,510(+2),5
20260328_中山06R_3歳1勝クラス,ミトノリン,35.2,8,北村友,472(-2),6
20260328_中山06R_3歳1勝クラス,ミスターバッドガイ,35.2,8,角田和,496(-6),6
20260328_中山06R_3歳1勝クラス,コスモレッド,11.6,6,原,438(-10),7
20260328_中山06R_3歳1勝クラス,トモジャプレジール,11.6,6,幸,442(0),7
20260328_中山06R_3歳1勝クラス,ジャスティンルマン,25.8,7,団野,536(0),8
20260328_中山06R_3歳1勝クラス,ナオミライトニング,25.8,7,菱田,442(-4),8
20260328_中山07R_4歳以上1勝クラス,ミルミナーヴァ,14.5,6,幸,486(-4),1
20260328_中山07R_4歳以上1勝クラス,ミサビスケッツ,20.6,7,原,448(-6),2
20260328_中山07R_4歳以上1勝クラス,メラヴィリオーザ,40.7,8,菱田,478(0),3
20260328_中山07R_4歳以上1勝クラス,ルクスコスモス,10.5,3,武豊,464(+8),4
20260328_中山07R_4歳以上1勝クラス,アーブルラーブル,46.9,9,▲森田,472(+1),5
20260328_中山07R_4歳以上1勝クラス,ユージュアーナ,46.9,9,吉村,462(+2),5
20260328_中山07R_4歳以上1勝クラス,カフェノワール,11.9,4,岩田望,482(0),6
20260328_中山07R_4歳以上1勝クラス,ローマンレイク,11.9,4,北村友,426(-4),6
20260328_中山07R_4歳以上1勝クラス,ヒミノエトワール,3.9,2,松山,478(+6),7
20260328_中山07R_4歳以上1勝クラス,ラグナトーレ,3.9,2,★河原田,460(+14),7
20260328_中山07R_4歳以上1勝クラス,ラピダリア,98.5,10,団野,468(+2),8
20260328_中山07R_4歳以上1勝クラス,メイショウヤマモモ,98.5,10,太宰,456(-2),8
20260328_中山08R_三木ホースランドパークJS,ブラックボイス,15.6,5,坂口,516(-6),1
20260328_中山08R_三木ホースランドパークJS,クラップサンダー,34.7,7,黒岩,460(-4),2
20260328_中山08R_三木ホースランドパークJS,スマイルスルー,3.3,2,高田,514(-14),3
20260328_中山08R_三木ホースランドパークJS,ホウオウプロサンゲ,1.9,1,小野寺,502(-10),4
20260328_中山08R_三木ホースランドパークJS,アルカンサス,133.5,11,土田,476(-8),5
20260328_中山08R_三木ホースランドパークJS,オールザワールド,5.8,3,森一,484(+6),6
20260328_中山08R_三木ホースランドパークJS,ナリノモンターニュ,5.8,3,五十嵐,510(-2),6
20260328_中山08R_三木ホースランドパークJS,エンデュミオン,12.4,4,難波,474(+6),7
20260328_中山08R_三木ホースランドパークJS,トーアモルペウス,12.4,4,石神深,486(-16),7
20260328_中山08R_三木ホースランドパークJS,デシマルサーガ,46.2,8,上野,472(-8),8
20260328_中山08R_三木ホースランドパークJS,クラウンセト,46.2,8,草野,466(-8),8
20260328_中山09R_君子蘭賞,グランドオーパス,,,北村友,444(-6),1
20260328_中山09R_君子蘭賞,アンジュドジョワ,,,岩田望,436(-10),2
20260328_中山09R_君子蘭賞,トリニティ,,,武豊,442(+4),3
20260328_中山09R_君子蘭賞,ジャストビート,,,松山,424(-4),4
20260328_中山09R_君子蘭賞,ペカリーナ,,,藤懸,456(-4),5
20260328_中山09R_君子蘭賞,ダンシングドール,,,森田,452(-2),6
20260328_中山09R_君子蘭賞,キタノファーンヒル,,,菱田,460(-8),7
20260328_中山10R_仲春特別,ブルボンクイーン,,,角田和,498(+8),1
20260328_中山10R_仲春特別,ウォーターハウス,,,河原田,478(+4),2
20260328_中山10R_仲春特別,キントラダンサー,,,藤懸,468(-2),3
20260328_中山10R_仲春特別,フードマン,,,松山,482(0),4
20260328_中山10R_仲春特別,サンライズプルート,,,高倉,482(0),5
20260328_中山10R_仲春特別,ハピアーザンエバー,,,森田,466(+12),6
20260328_中山10R_仲春特別,チムグクル,,,武豊,450(-2),6
20260328_中山10R_仲春特別,サダメ,,,幸,458(-4),7
20260328_中山10R_仲春特別,リリーブライト,,,荻野琢,472(-8),7
20260328_中山10R_仲春特別,アジュマン,,,菱田,476(-2),8
20260328_中山10R_仲春特別,ヨウシタンレイ,,,岩田望,474(+6),8
20260328_中山11R_毎日杯,フレイムスター,,,団野,,1
20260328_中山11R_毎日杯,カフジエメンタール,,,武豊,,2
20260328_中山11R_毎日杯,ローベルクランツ,,,松山,,3
20260328_中山11R_毎日杯,アルトラムス,,,岩田望,,4
20260328_中山11R_毎日杯,ブリガンティン,,,原,,5
20260328_中山11R_毎日杯,ウップヘリーア,,,吉村,,6
20260328_中山11R_毎日杯,シーズザスローン,,,幸,,7
20260328_中山12R_4歳以上2勝クラス,タイセイカイザー,,,団野,,1
20260328_中山12R_4歳以上2勝クラス,コウジョリョウゾク,,,▲森田,,2
20260328_中山12R_4歳以上2勝クラス,スカイドゥエラー,,,幸,,3
20260328_中山12R_4歳以上2勝クラス,ユウトザユウト,,,岩田望,,3
20260328_中山12R_4歳以上2勝クラス,トーアシオン,,,藤懸,,4
20260328_中山12R_4歳以上2勝クラス,キャストロププ,,,原,,4
20260328_中山12R_4歳以上2勝クラス,チムニートップス,,,吉村,,5
20260328_中山12R_4歳以上2勝クラス,メイショウジェンマ,,,太宰,,5
20260328_中山12R_4歳以上2勝クラス,パーサヴィアランス,,,角田和,,6
20260328_中山12R_4歳以上2勝クラス,クロノスバレット,,,松山,,6
20260328_中山12R_4歳以上2勝クラス,エンマ,,,高倉,,7
20260328_中山12R_4歳以上2勝クラス,ギュルヴィ,,,武豊,,7
20260328_中山12R_4歳以上2勝クラス,ナチュラルリバー,,,高田,,8
20260328_中山12R_4歳以上2勝クラス,ジョータルマエ,,,鮫島良,,8
